smile_A_ion,smile_B_ion,mol_fraction_A,mol_fraction_B,beta,kind_surfactant 1,kind_surfactant 2
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,-2.979744962,NONIONIC,CATIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,-3.03731462,NONIONIC,CATIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.1,0.9,-3.589778797,NONIONIC,NONIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.3,0.7,-4.068890119,NONIONIC,NONIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,-4.215869998,NONIONIC,NONIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,-7.360491318,NONIONIC,NONIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,-8.399764154,NONIONIC,NONIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.1,0.9,-8.898816023,NONIONIC,ZWITTERIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.3,0.7,-6.357073215,NONIONIC,ZWITTERIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,-6.751071837,NONIONIC,ZWITTERIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,-8.556351378,NONIONIC,ZWITTERIONIC
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,-9.051136633,NONIONIC,ZWITTERIONIC
,,0.76,0.24,-4.289834047,ANIONIC,NONIONIC
,,0.51,0.49,-1.450590637,ANIONIC,NONIONIC
,,0.27,0.73,-3.001873336,ANIONIC,NONIONIC
,,0.6,0.4,-1.360545176,ANIONIC,NONIONIC
,,0.5,0.5,-0.842462892,ANIONIC,NONIONIC
,,0.25,0.75,-1.5466491,ANIONIC,NONIONIC
,,0.12,0.88,-2.077358114,ANIONIC,NONIONIC
,,0.05,0.95,-2.902583907,ANIONIC,NONIONIC
,,0.92,0.08,-0.840637503,CATIONIC,NONIONIC
,,0.67,0.33,-1.691063881,CATIONIC,NONIONIC
,,0.53,0.47,-3.196354325,CATIONIC,NONIONIC
,,0.35,0.65,-2.574392907,CATIONIC,NONIONIC
,,0.48,0.52,-0.209698339,CATIONIC,CATIONIC
,,0.33,0.67,-1.234406429,CATIONIC,CATIONIC
,,0.11,0.89,-3.36628925,CATIONIC,CATIONIC
,,0.05,0.95,-3.698572984,CATIONIC,CATIONIC
,,0.75,0.25,-0.070285842,CATIONIC,NONIONIC
,,0.5,0.5,-0.931462272,CATIONIC,NONIONIC
,,0.25,0.75,-0.993238056,CATIONIC,NONIONIC
,,0.92,0.08,0.504302146,CATIONIC,NONIONIC
,,0.75,0.25,-0.415172695,CATIONIC,NONIONIC
,,0.5,0.5,-0.538430345,CATIONIC,NONIONIC
,,0.25,0.75,-1.21900434,CATIONIC,NONIONIC
,,0.5,0.5,-0.489193035,CATIONIC,CATIONIC
,,0.5,0.5,-1.537292884,CATIONIC,CATIONIC
,,0.5,0.5,-2.597292447,CATIONIC,CATIONIC
,,0.9,0.1,1.079064205,CATIONIC,CATIONIC
,,0.8,0.2,0.907773853,CATIONIC,CATIONIC
,,0.6,0.4,1.039903156,CATIONIC,CATIONIC
,,0.4,0.6,3.905880024,CATIONIC,CATIONIC
,,0.4,0.6,-0.091339338,CATIONIC,CATIONIC
,,0.2,0.8,-0.626059476,CATIONIC,CATIONIC
,,0.1,0.9,-0.892271695,CATIONIC,CATIONIC
,,0.05,0.95,-1.162077859,CATIONIC,CATIONIC
,,0.6,0.4,-0.815303368,CATIONIC,CATIONIC
,,0.4,0.6,-1.795386176,CATIONIC,CATIONIC
,,0.2,0.8,-2.698533827,CATIONIC,CATIONIC
,,0.1,0.9,-3.287746609,CATIONIC,CATIONIC
,,0.05,0.95,-3.452646551,CATIONIC,CATIONIC
,,0.02,0.98,-2.32443819,CATIONIC,CATIONIC
,,0.6,0.4,-2.232860961,CATIONIC,CATIONIC
,,0.4,0.6,-3.635628409,CATIONIC,CATIONIC
,,0.2,0.8,-4.48296678,CATIONIC,CATIONIC
,,0.1,0.9,-5.18355068,CATIONIC,CATIONIC
,,0.05,0.95,-1.339347437,CATIONIC,CATIONIC
,,0.02,0.98,-4.804600329,CATIONIC,CATIONIC
,,0.6,0.4,0.91610894,CATIONIC,CATIONIC
,,0.4,0.6,-1.147017602,CATIONIC,CATIONIC
,,0.2,0.8,-2.24632193,CATIONIC,CATIONIC
,,0.1,0.9,-2.507478595,CATIONIC,CATIONIC
,,0.05,0.95,-2.687462508,CATIONIC,CATIONIC
,,0.6,0.4,-0.201132641,CATIONIC,CATIONIC
,,0.4,0.6,-1.879581074,CATIONIC,CATIONIC
,,0.2,0.8,-2.407066744,CATIONIC,CATIONIC
,,0.1,0.9,-2.742978329,CATIONIC,CATIONIC
,,0.05,0.95,-2.541568727,CATIONIC,CATIONIC
,,0.02,0.98,-2.21432029,CATIONIC,CATIONIC
,,0.5,0.5,0.996656893,CATIONIC,CATIONIC
,,0.6,0.4,0.095111399,CATIONIC,CATIONIC
,,0.5,0.5,-0.585645944,CATIONIC,CATIONIC
,,0.4,0.6,-0.646716025,CATIONIC,CATIONIC
,,0.3,0.7,-1.114988112,CATIONIC,CATIONIC
,,0.2,0.8,-1.379597331,CATIONIC,CATIONIC
,,0.1,0.9,-1.723538873,CATIONIC,CATIONIC
,,0.6,0.4,-0.931307224,CATIONIC,CATIONIC
,,0.5,0.5,-2.054684722,CATIONIC,CATIONIC
,,0.4,0.6,-2.53093974,CATIONIC,CATIONIC
,,0.3,0.7,-2.827213358,CATIONIC,CATIONIC
,,0.2,0.8,-3.20173136,CATIONIC,CATIONIC
,,0.1,0.9,-3.939226773,CATIONIC,CATIONIC
,,0.6,0.4,-0.075577799,CATIONIC,CATIONIC
,,0.5,0.5,-0.567780644,CATIONIC,CATIONIC
,,0.4,0.6,-0.620157729,CATIONIC,CATIONIC
,,0.3,0.7,-0.826502117,CATIONIC,CATIONIC
,,0.2,0.8,-0.950658859,CATIONIC,CATIONIC
,,0.1,0.9,-1.871684572,CATIONIC,CATIONIC
,,0.6,0.4,-1.357649053,CATIONIC,CATIONIC
,,0.5,0.5,-2.0188013,CATIONIC,CATIONIC
,,0.4,0.6,-2.535863405,CATIONIC,CATIONIC
,,0.3,0.7,-2.921716175,CATIONIC,CATIONIC
,,0.2,0.8,-3.130988532,CATIONIC,CATIONIC
,,0.1,0.9,-3.044024709,CATIONIC,CATIONIC
,,0.2,0.8,0.169227886,CATIONIC,NONIONIC
,,0.1,0.9,-0.698870656,CATIONIC,NONIONIC
,,0.05,0.95,-1.134274357,CATIONIC,NONIONIC
,,0.4,0.6,0.122905907,CATIONIC,NONIONIC
,,0.2,0.8,-0.600776389,CATIONIC,NONIONIC
,,0.1,0.9,-0.975430369,CATIONIC,NONIONIC
,,0.2,0.8,-0.472552607,CATIONIC,NONIONIC
,,0.1,0.9,-0.765033588,CATIONIC,NONIONIC
,,0.6,0.4,0.572736688,CATIONIC,NONIONIC
,,0.4,0.6,-0.512448178,CATIONIC,NONIONIC
,,0.2,0.8,-1.19251399,CATIONIC,NONIONIC
,,0.1,0.9,-1.339112235,CATIONIC,NONIONIC
,,0.4,0.6,-0.649470759,CATIONIC,NONIONIC
,,0.2,0.8,-0.990452794,CATIONIC,NONIONIC
,,0.1,0.9,-1.512847767,CATIONIC,NONIONIC
,,0.4,0.6,0.097532116,CATIONIC,NONIONIC
,,0.2,0.8,-0.863037908,CATIONIC,NONIONIC
,,0.1,0.9,-1.867404632,CATIONIC,NONIONIC
,,0.8,0.2,-5.619778008,CATIONIC,CATIONIC
,,0.7,0.3,-5.057772533,CATIONIC,CATIONIC
,,0.6,0.4,-5.011154959,CATIONIC,CATIONIC
,,0.5,0.5,-5.592733789,CATIONIC,CATIONIC
,,0.4,0.6,-5.916304068,CATIONIC,CATIONIC
,,0.3,0.7,-6.776434285,CATIONIC,CATIONIC
,,0.9,0.1,-9.809498463,CATIONIC,ANIONIC
,,0.8,0.2,-8.709336844,CATIONIC,ANIONIC
,,0.6,0.4,-8.407687717,CATIONIC,ANIONIC
,,0.4,0.6,-9.10325023,CATIONIC,ANIONIC
,,0.14,0.86,-7.570306988,ANIONIC,CATIONIC
,,0.33,0.67,-16.91950993,ANIONIC,CATIONIC
,,0.5,0.5,-21.81218746,ANIONIC,CATIONIC
,,0.67,0.33,-15.09181191,ANIONIC,CATIONIC
,,0.8,0.2,-4.677416622,ANIONIC,CATIONIC
,,0.85,0.15,-0.092308035,ANIONIC,CATIONIC
,,0.2,0.8,-0.407237364,ANIONIC,NONIONIC
,,0.4,0.6,-1.087902104,ANIONIC,NONIONIC
,,0.6,0.4,-1.453368638,ANIONIC,NONIONIC
,,0.8,0.2,-1.515130452,ANIONIC,NONIONIC
,,0.4,0.6,0.217388085,NONIONIC,NONIONIC
,,0.4,0.6,1.603487873,NONIONIC,NONIONIC
,,0.8,0.2,0.508626325,NONIONIC,NONIONIC
,,0.2,0.8,0.03111007,NONIONIC,NONIONIC
,,0.4,0.6,-0.088128317,NONIONIC,NONIONIC
,,0.6,0.4,-0.09294298,NONIONIC,NONIONIC
,,0.8,0.2,-0.072476554,NONIONIC,NONIONIC
,,0.25,0.75,-1.582297222,ANIONIC,NONIONIC
,,0.5,0.5,-0.732535323,ANIONIC,NONIONIC
,,0.75,0.25,-1.111777819,ANIONIC,NONIONIC
,,0.9,0.1,-0.170433255,ANIONIC,NONIONIC
,,0.5,0.5,-0.219411127,ANIONIC,ANIONIC
,,0.67,0.33,-1.393460293,ANIONIC,ANIONIC
,,0.8,0.2,-1.216488423,ANIONIC,ANIONIC
,,0.4,0.6,-0.40462985,ANIONIC,ANIONIC
,,0.6,0.4,-1.102603883,ANIONIC,ANIONIC
,,0.8,0.2,-1.097542827,ANIONIC,ANIONIC
,,0.9,0.1,-1.00473436,ANIONIC,ANIONIC
,,0.2,0.8,-3.639604007,ANIONIC,NONIONIC
,,0.3,0.7,-4.739234913,ANIONIC,NONIONIC
,,0.5,0.5,-5.207745419,ANIONIC,NONIONIC
,,0.7,0.3,-5.741223072,ANIONIC,NONIONIC
,,0.8,0.2,-4.597701404,ANIONIC,NONIONIC
,,0.9,0.1,-3.987053112,ANIONIC,NONIONIC
,,0.3,0.7,-1.05206828,ZWITTERIONIC,NONIONIC
,,0.5,0.5,-1.226853774,ZWITTERIONIC,NONIONIC
,,0.7,0.3,-1.250383351,ZWITTERIONIC,NONIONIC
,,0.8,0.2,-1.313933712,ZWITTERIONIC,NONIONIC
,,0.9,0.1,-1.328149006,ZWITTERIONIC,NONIONIC
,,0.05,0.95,-3.723777293,ANIONIC,NONIONIC
,,0.2,0.8,-3.567644071,ANIONIC,NONIONIC
,,0.5,0.5,-3.194839231,ANIONIC,NONIONIC
,,0.8,0.2,-3.356491601,ANIONIC,NONIONIC
,,0.9,0.1,-3.402997606,ANIONIC,NONIONIC
,,0.1,0.9,-11.25013402,ANIONIC,ZWITTERIONIC
,,0.2,0.8,-11.02662457,ANIONIC,ZWITTERIONIC
,,0.3,0.7,-10.3859751,ANIONIC,ZWITTERIONIC
,,0.5,0.5,-9.300559679,ANIONIC,ZWITTERIONIC
,,0.8,0.2,-9.000839677,ANIONIC,ZWITTERIONIC
,,0.2,0.8,-3.957094514,ANIONIC,NONIONIC
,,0.4,0.6,-3.142826773,ANIONIC,NONIONIC
,,0.6,0.4,-3.398863165,ANIONIC,NONIONIC
,,0.8,0.2,-0.458145774,ANIONIC,NONIONIC
,,0.22,0.78,-4.80305914,ANIONIC,NONIONIC
,,0.4,0.6,-3.182798576,ANIONIC,NONIONIC
,,0.6,0.4,-2.333626166,ANIONIC,NONIONIC
,,0.8,0.2,6.3543049,ANIONIC,NONIONIC
,,0.2,0.8,0.03211594,CATIONIC,CATIONIC
,,0.45,0.55,-0.4261033,CATIONIC,CATIONIC
,,0.79,0.21,-0.868691046,CATIONIC,CATIONIC
,,0.21,0.79,-2.686394045,CATIONIC,CATIONIC
,,0.29,0.71,-2.772490568,CATIONIC,CATIONIC
,,0.45,0.55,-2.724555363,CATIONIC,CATIONIC
,,0.61,0.39,-1.628298849,CATIONIC,CATIONIC
,,0.78,0.22,-2.792027365,CATIONIC,CATIONIC
,,0.11,0.89,-4.156781242,CATIONIC,CATIONIC
,,0.21,0.79,-4.391061398,CATIONIC,CATIONIC
,,0.31,0.69,-3.690397689,CATIONIC,CATIONIC
,,0.45,0.55,-3.512374175,CATIONIC,CATIONIC
,,0.6,0.4,-2.082526554,CATIONIC,CATIONIC
,,0.1,0.9,-5.504629149,CATIONIC,CATIONIC
,,0.17,0.83,-0.977383635,CATIONIC,CATIONIC
,,0.22,0.78,-0.830824734,CATIONIC,CATIONIC
,,0.35,0.65,-1.102875222,CATIONIC,CATIONIC
,,0.49,0.51,-1.151415086,CATIONIC,CATIONIC
,,0.93,0.07,-2.317913057,CATIONIC,CATIONIC
,,0.11,0.89,-2.435036129,CATIONIC,CATIONIC
,,0.3,0.7,-1.763156331,CATIONIC,CATIONIC
,,0.4,0.6,-1.965207048,CATIONIC,CATIONIC
,,0.5,0.5,-2.021698213,CATIONIC,CATIONIC
,,0.66,0.34,0.278487889,CATIONIC,CATIONIC
,,0.12,0.88,-8.733495336,ANIONIC,ZWITTERIONIC
,,0.3,0.7,-7.138577071,ANIONIC,ZWITTERIONIC
,,0.6,0.4,-4.877199796,ANIONIC,ZWITTERIONIC
,,0.9,0.1,-1.353714869,ANIONIC,ZWITTERIONIC
,,0.9,0.1,-5.106267432,CATIONIC,NONIONIC
,,0.8,0.2,-5.656718671,CATIONIC,NONIONIC
,,0.5,0.5,-5.082851305,CATIONIC,NONIONIC
,,0.2,0.8,-4.759918968,CATIONIC,NONIONIC
,,0.9,0.1,-4.531331143,CATIONIC,NONIONIC
,,0.8,0.2,-5.348963929,CATIONIC,NONIONIC
,,0.5,0.5,-6.556785249,CATIONIC,NONIONIC
,,0.2,0.8,-6.625196332,CATIONIC,NONIONIC
,,0.9,0.1,-5.864097186,CATIONIC,NONIONIC
,,0.8,0.2,-6.433902057,CATIONIC,NONIONIC
,,0.5,0.5,-7.257460959,CATIONIC,NONIONIC
,,0.2,0.8,-7.884690439,CATIONIC,NONIONIC
,,0.9,0.1,-5.017647984,CATIONIC,NONIONIC
,,0.8,0.2,-5.199418271,CATIONIC,NONIONIC
,,0.5,0.5,-5.0898934,CATIONIC,NONIONIC
,,0.2,0.8,-4.820392137,CATIONIC,NONIONIC
,,0.9,0.1,-2.961938816,CATIONIC,NONIONIC
,,0.8,0.2,-3.462102349,CATIONIC,NONIONIC
,,0.5,0.5,-3.159412862,CATIONIC,NONIONIC
,,0.2,0.8,-3.152238647,CATIONIC,NONIONIC
,,0.9,0.1,-1.043698226,CATIONIC,NONIONIC
,,0.8,0.2,-0.679269664,CATIONIC,NONIONIC
,,0.5,0.5,-1.184640118,CATIONIC,NONIONIC
,,0.2,0.8,-1.100070055,CATIONIC,NONIONIC
,,0.8,0.2,-0.99,CATIONIC,NONIONIC
,,0.5,0.5,-0.268837858,CATIONIC,NONIONIC
,,0.1,0.9,0.311448912,ANIONIC,ANIONIC
,,0.3,0.7,-0.018389059,ANIONIC,ANIONIC
,,0.5,0.5,-0.046329343,ANIONIC,ANIONIC
,,0.7,0.3,0.053073585,ANIONIC,ANIONIC
,,0.03,0.97,-2.313347261,NONIONIC,CATIONIC
,,0.1,0.9,-3.15642326,NONIONIC,CATIONIC
,,0.3,0.7,-2.517707425,NONIONIC,CATIONIC
,,0.5,0.5,-4.389405288,NONIONIC,CATIONIC
,,0.7,0.3,-4.239411874,NONIONIC,CATIONIC
,,0.1,0.9,11.1681843,ANIONIC,ANIONIC
,,0.3,0.7,-0.588195122,ANIONIC,ANIONIC
,,0.4,0.6,-1.311738973,ANIONIC,ANIONIC
,,0.3,0.7,-2.801220832,ANIONIC,ANIONIC
,,0.8,0.2,21.21008809,ANIONIC,ANIONIC
,,0.2,0.8,4.121958995,ANIONIC,ANIONIC
,,0.4,0.6,12.48869935,ANIONIC,ANIONIC
,,0.9,0.1,16.95086962,ANIONIC,ANIONIC
,,0.95,0.05,0.97705948,CATIONIC,CATIONIC
,,0.9,0.1,0.303310798,CATIONIC,CATIONIC
,,0.75,0.25,-0.36785245,CATIONIC,CATIONIC
,,0.6,0.4,0.031683458,CATIONIC,CATIONIC
,,0.3,0.7,0.105143166,CATIONIC,CATIONIC
,,0.8,0.2,-0.801025608,CATIONIC,CATIONIC
,,0.6,0.4,-0.338309424,CATIONIC,CATIONIC
,,0.4,0.6,-1.110237443,CATIONIC,CATIONIC
,,0.8,0.2,-0.380245019,CATIONIC,CATIONIC
,,0.6,0.4,-0.229845505,CATIONIC,CATIONIC
,,0.4,0.6,-0.384635709,CATIONIC,CATIONIC
,,0.2,0.8,-0.310825265,CATIONIC,CATIONIC
,,0.2,0.8,-3.2030683,CATIONIC,CATIONIC
,,0.2,0.8,-6.230464874,CATIONIC,CATIONIC
,,0.6,0.4,5.05,CATIONIC,CATIONIC
,,0.2,0.8,-2.837184688,CATIONIC,NONIONIC
,,0.4,0.6,-3.368853478,CATIONIC,NONIONIC
,,0.6,0.4,-3.352624406,CATIONIC,NONIONIC
,,0.9,0.1,-2.693967173,CATIONIC,NONIONIC
,,0.2,0.8,-1.5356275,CATIONIC,NONIONIC
,,0.4,0.6,-2.155618258,CATIONIC,NONIONIC
,,0.6,0.4,-2.096119205,CATIONIC,NONIONIC
,,0.8,0.2,-1.787357391,CATIONIC,NONIONIC
,,0.9,0.1,-1.636572478,CATIONIC,NONIONIC
,,0.4,0.6,-0.942096417,CATIONIC,NONIONIC
,,0.6,0.4,-0.942348239,CATIONIC,NONIONIC
,,0.9,0.1,-0.803841865,CATIONIC,NONIONIC
,,0.2,0.8,-1.137098885,CATIONIC,NONIONIC
,,0.4,0.6,-1.011345878,CATIONIC,NONIONIC
,,0.6,0.4,-0.813900367,CATIONIC,NONIONIC
,,0.8,0.2,-1.175178522,CATIONIC,NONIONIC
,,0.1,0.9,-0.728014439,CATIONIC,NONIONIC
,,0.2,0.8,-0.75991745,CATIONIC,NONIONIC
,,0.74,0.26,-0.826368456,NONIONIC,ANIONIC
,,0.6,0.4,-0.605718052,NONIONIC,ANIONIC
,,0.74,0.26,-4.351044806,NONIONIC,CATIONIC
,,0.63,0.37,-1.551725566,NONIONIC,NONIONIC
,,0.2,0.8,-0.938309303,NONIONIC,CATIONIC
,,0.49,0.51,-1.023925967,NONIONIC,CATIONIC
,,0.6,0.4,-0.848647735,NONIONIC,CATIONIC
,,0.79,0.21,-1.101973431,NONIONIC,CATIONIC
,,0.9,0.1,-1.07984256,NONIONIC,CATIONIC
,,0.75,0.25,0.930635688,NONIONIC,NONIONIC
,,0.5,0.5,1.64160511,NONIONIC,NONIONIC
,,0.1,0.9,-1.79569471,CATIONIC,ANIONIC
,,0.3,0.7,-2.451612388,CATIONIC,ANIONIC
,,0.4,0.6,-3.828293715,CATIONIC,ANIONIC
,,0.5,0.5,-5.225862044,CATIONIC,ANIONIC
,,0.6,0.4,-4.532856735,CATIONIC,ANIONIC
,,0.7,0.3,-3.685351811,CATIONIC,ANIONIC
,,0.2,0.8,-0.763435647,CATIONIC,ANIONIC
,,0.4,0.6,-1.343102948,CATIONIC,ANIONIC
,,0.6,0.4,-0.685657466,CATIONIC,ANIONIC
,,0.1,0.9,-1.425904283,ANIONIC,NONIONIC
,,0.3,0.7,-2.398577034,ANIONIC,NONIONIC
,,0.5,0.5,-3.161191528,ANIONIC,NONIONIC
,,0.7,0.3,-3.644107253,ANIONIC,NONIONIC
,,0.9,0.1,-3.530309804,ANIONIC,NONIONIC
,,0.25,0.75,-6.067361912,ZWITTERIONIC,CATIONIC
,,0.5,0.5,-3.093586748,ZWITTERIONIC,CATIONIC
,,0.25,0.75,-4.701396237,ZWITTERIONIC,CATIONIC
,,0.5,0.5,-1.188243079,ZWITTERIONIC,CATIONIC
,,0.25,0.75,-2.235624026,ZWITTERIONIC,CATIONIC
,,0.5,0.5,-1.091546815,ZWITTERIONIC,CATIONIC
,,0.75,0.25,11.06103727,ZWITTERIONIC,CATIONIC
,,0.1,0.9,-1.376065171,CATIONIC,CATIONIC
,,0.2,0.8,-1.901074111,CATIONIC,CATIONIC
,,0.3,0.7,-1.844965714,CATIONIC,CATIONIC
,,0.4,0.6,-2.003978943,CATIONIC,CATIONIC
,,0.5,0.5,-1.914447032,CATIONIC,CATIONIC
,,0.6,0.4,-0.870720064,CATIONIC,CATIONIC
,,0.7,0.3,19.22075973,CATIONIC,CATIONIC
,,0.1,0.9,-0.865569268,CATIONIC,CATIONIC
,,0.3,0.7,-0.597244963,CATIONIC,CATIONIC
,,0.5,0.5,-0.974499915,CATIONIC,CATIONIC
,,0.7,0.3,-0.892181216,CATIONIC,CATIONIC
,,0.9,0.1,-1.244753137,CATIONIC,CATIONIC
